UserID,SessionDuration(min),PagesVisited,Clicks,Scrolls,Likes,ExitPage,Conversion,NetworkSpeed(Mbps),Age,Gender,Device,OS,Source,IsNewUser,ClicksPerPage,ScrollsPerMinute,ClickRate,EngagementScore,IsLongSession,IsHighSpeed,ClickLevel,DeepPageView
5,4.629827502589853,5,9,40,0,Profile,False,23.196148001715148,38,Female,Samsung S23,Android,Paid Ads,0,1.8,8.639630737349204,1.9439169159035712,15.6,False,True,Medium,False
5,3.5654655156780994,9,7,23,0,Profile,False,13.932127796701645,38,Female,Samsung S23,Android,Paid Ads,0,0.7777777777777778,6.450770565263968,1.9632779981238164,9.7,False,False,Medium,True
5,8.918203565661774,8,19,41,1,Home,False,23.28442688482945,38,Female,Samsung S23,Android,Paid Ads,0,2.375,4.597338432356988,2.1304739076776285,20.2,True,True,Very High,True
6,8.379101245073239,2,10,23,0,Profile,False,25.750729419346328,56,Male,iPhone 12,iOS,Paid Ads,0,5.0,2.7449244647238973,1.1934454194451727,10.899999999999999,True,True,Medium,False
6,5.595082502222552,6,3,5,0,Home,False,18.934168105002016,56,Male,iPhone 12,iOS,Paid Ads,0,0.5,0.8936418717711194,0.5361851230626716,2.7,True,False,Low,True
6,7.58787471185547,1,7,33,0,Home,False,22.79061777615444,56,Male,iPhone 12,iOS,Paid Ads,0,7.0,4.349043869746563,0.9225244572189679,12.700000000000001,True,True,Medium,False
7,5.649444607002288,4,5,22,1,Home,False,43.67891019335908,36,Female,iPhone 12,iOS,Organic,1,1.25,3.8941881070453848,0.8850427516012238,8.9,True,True,Low,False
7,3.852162960128512,3,9,31,0,Search,False,33.83627043858901,36,Female,iPhone 12,iOS,Organic,1,3.0,8.047426944514779,2.336349758084936,12.899999999999999,False,True,Medium,False
7,2.767255755821693,8,8,8,0,Checkout,False,12.091905428639482,36,Female,iPhone 12,iOS,Organic,1,1.0,2.8909507128749388,2.8909507128749388,5.6,False,False,Medium,True
8,1.5426519636127605,9,1,6,1,Settings,False,24.407631402046253,40,Male,Xiaomi Note 11,Android,Paid Ads,0,0.1111111111111111,3.8894061275807843,0.6482343545967975,2.4999999999999996,False,True,Low,True
8,3.913706071584073,6,18,29,1,Checkout,True,36.49683177320783,40,Male,Xiaomi Note 11,Android,Paid Ads,0,3.0,7.40985640453634,4.599221216608763,16.2,False,True,Very High,True
8,7.497961620827718,4,4,2,0,Shop,True,22.801667072366158,40,Male,Xiaomi Note 11,Android,Paid Ads,0,1.0,0.2667391620736537,0.5334783241473074,2.2,True,True,Low,False
8,6.785891893013892,8,2,19,0,Home,False,3.881330184365513,40,Male,Xiaomi Note 11,Android,Paid Ads,0,0.25,2.7999267155376573,0.2947291279513323,6.5,True,False,Low,True
8,6.038806990904789,9,2,30,0,Shop,False,25.2104661585412,40,Male,Xiaomi Note 11,Android,Paid Ads,0,0.2222222222222222,4.967868661009338,0.33119124406728917,9.8,True,True,Low,True
8,6.696899363997964,3,1,16,1,Home,False,15.80837452391523,40,Male,Xiaomi Note 11,Android,Paid Ads,0,0.3333333333333333,2.3891653630058736,0.1493228351878671,5.5,True,False,Low,False
8,5.63252195005687,8,11,8,0,Home,False,32.3793427947078,40,Male,Xiaomi Note 11,Android,Paid Ads,0,1.375,1.4203229159043447,1.952944009368474,6.800000000000001,True,True,High,True
8,2.168864735163945,3,5,36,0,Checkout,False,28.24000265867317,40,Male,Xiaomi Note 11,Android,Paid Ads,0,1.6666666666666667,16.598545504627218,2.305353542309336,12.799999999999999,False,True,Low,False
9,1.8952724655459516,8,3,45,1,Profile,False,20.44017793941676,28,Female,Huawei P50,Android,Organic,1,0.375,23.743288006369742,1.582885867091316,15.0,False,True,Low,True
9,6.907250728943884,8,19,17,0,Profile,False,28.8038763768971,28,Female,Huawei P50,Android,Organic,1,2.375,2.461181831544617,2.7507326352557486,12.7,True,True,Very High,True
9,7.754299257518131,9,4,18,0,Shop,False,10.336915636379707,28,Female,Huawei P50,Android,Organic,1,0.4444444444444444,2.321292924379752,0.5158428720843893,7.0,True,False,Low,True
9,8.661275102374454,4,13,4,0,Shop,False,33.73193673024795,28,Female,Huawei P50,Android,Organic,1,3.25,0.46182576499658995,1.5009337362389172,6.4,True,True,High,False
9,4.6760422857653925,6,1,9,0,Shop,False,22.152881746112215,28,Female,Huawei P50,Android,Organic,1,0.16666666666666666,1.9247045792116582,0.2138560643568509,3.0999999999999996,False,True,Low,True
9,5.1809471839363,7,1,12,0,Checkout,False,0.6942469112859584,28,Female,Huawei P50,Android,Organic,1,0.14285714285714285,2.3161787939484118,0.193014899495701,3.9999999999999996,True,False,Low,True
10,8.370766550034048,9,13,37,1,Shop,False,2.123667003855392,28,Male,Huawei P50,Android,Paid Ads,0,1.4444444444444444,4.420144771550164,1.5530238386527602,16.6,True,False,High,True
10,2.605697392675212,1,16,22,1,Home,False,27.790432252074183,28,Male,Huawei P50,Android,Paid Ads,0,16.0,8.443037192976997,6.140390685801452,13.3,False,True,Very High,False
10,4.932413194891467,5,3,32,0,Shop,False,7.038577588975537,28,Male,Huawei P50,Android,Paid Ads,0,0.6,6.487696536280175,0.6082215502762663,10.8,False,False,Low,False
10,5.369463440338715,3,6,7,0,Home,False,14.051521619448058,28,Male,Huawei P50,Android,Paid Ads,0,2.0,1.303668434989554,1.1174300871339036,4.5,True,False,Medium,False
11,9.876422578544284,6,7,46,0,Shop,False,19.99569615366671,41,Female,iPhone 12,iOS,Organic,1,1.1666666666666667,4.657556887038351,0.7087586567232274,16.599999999999998,True,False,Medium,True
11,8.458343504410355,6,12,31,0,Checkout,False,15.163115364656884,41,Female,iPhone 12,iOS,Organic,1,2.0,3.66502022338487,1.4187175058264012,14.1,True,False,High,True
11,2.5406847997971607,9,17,37,0,Profile,False,16.257335159100627,41,Female,iPhone 12,iOS,Organic,1,1.8888888888888888,14.563002857715349,6.691109421112458,17.9,False,False,Very High,True
12,8.761189768813916,7,12,16,0,Home,False,19.04855277191673,53,Female,iPhone 14,iOS,Organic,1,1.7142857142857142,1.8262359818929101,1.3696769864196827,9.600000000000001,True,False,High,True
12,6.181140754712157,6,12,1,1,Shop,False,18.31109527982703,53,Female,iPhone 14,iOS,Organic,1,2.0,0.1617824346157553,1.9413892153890637,5.4,True,False,High,True
12,5.52461446423078,2,19,44,0,Shop,False,10.32234937599712,53,Female,iPhone 14,iOS,Organic,1,9.5,7.964356659614681,3.4391540121063393,20.8,True,False,Very High,False
12,3.777008290914319,6,8,5,0,Home,False,9.077416649210353,53,Female,iPhone 14,iOS,Organic,1,1.3333333333333333,1.3237990533480204,2.1180784853568326,4.7,False,False,Medium,True
12,4.802206168824136,5,2,39,0,Settings,True,24.405956117220143,53,Female,iPhone 14,iOS,Organic,1,0.4,8.121267315257626,0.4164752469362885,12.5,False,True,Low,False
12,9.429513453981643,2,3,5,0,Home,False,43.01682241609879,53,Female,iPhone 14,iOS,Organic,1,1.5,0.5302500520733372,0.3181500312440023,2.7,True,True,Low,False
12,3.958077845307556,8,17,32,0,Home,False,36.12143448883357,53,Female,iPhone 14,iOS,Organic,1,2.125,8.08473235005652,4.295014060967526,16.4,False,True,Very High,True
12,4.386367969671626,6,14,44,0,Home,False,26.83087797520464,53,Female,iPhone 14,iOS,Organic,1,2.3333333333333335,10.03107817315517,3.191706691458463,18.8,False,True,High,True
13,8.328605635085864,8,15,18,1,Settings,False,17.95965300257253,57,Female,Xiaomi Note 11,Android,Organic,0,1.875,2.1612261149899465,1.8010217624916223,11.7,True,False,High,True
13,3.8325437344686097,5,15,11,0,Home,False,40.6869091954032,57,Female,Xiaomi Note 11,Android,Organic,0,3.0,2.8701564188478,3.913849662065182,9.3,False,True,High,False
14,7.2791813834601315,3,11,19,0,Shop,False,9.152071491565296,41,Female,Huawei P50,Android,Organic,0,3.6666666666666665,2.610183618060692,1.5111589367719795,10.100000000000001,True,False,High,False
14,8.569179026377416,9,9,16,0,Profile,False,32.99271067954619,41,Female,Huawei P50,Android,Organic,0,1.0,1.8671566961956603,1.050275641610059,8.4,True,True,Medium,True
15,5.115374989155887,7,17,35,0,Profile,False,40.55285572597184,20,Male,Samsung S21,Android,Referral,1,2.4285714285714284,6.842118138786834,3.3233145245536053,17.3,True,True,Very High,True
15,2.275702319027137,4,13,48,0,Checkout,False,27.24484468283484,20,Male,Samsung S21,Android,Referral,1,3.25,21.092389632278444,5.712522192075412,19.599999999999998,False,True,High,False
16,7.858005851643568,6,17,1,0,Settings,False,8.11022040747723,39,Female,Huawei P50,Android,Organic,0,2.8333333333333335,0.12725874972348636,2.163398745299268,7.1000000000000005,True,False,Very High,True
16,10.20249307494618,3,9,39,1,Profile,False,13.63460815388674,39,Female,Huawei P50,Android,Organic,0,3.0,3.8225950964642763,0.8821373299532945,15.6,True,False,Medium,False
16,1.047449541474852,7,6,20,0,Shop,False,14.778196079831476,39,Female,Huawei P50,Android,Organic,0,0.8571428571428571,19.093998525064205,5.728199557519261,8.4,False,False,Medium,True
16,1.4895313140002822,2,3,17,0,Settings,False,26.936562935883742,39,Female,Huawei P50,Android,Organic,0,1.5,11.412985977679675,2.0140563490022956,6.3,False,True,Low,False
17,2.0692291857480765,7,19,20,0,Search,False,17.094042337882833,19,Female,Xiaomi Note 11,Android,Organic,0,2.7142857142857144,9.665434905785709,9.182163160496424,13.600000000000001,False,False,Very High,True
17,3.43885374629688,9,4,35,0,Checkout,False,17.982351738507237,19,Female,Xiaomi Note 11,Android,Organic,0,0.4444444444444444,10.177809986158804,1.1631782841324347,12.1,False,False,Low,True
17,0.0530701331936231,5,11,0,1,Home,False,8.256631988619397,19,Female,Xiaomi Note 11,Android,Organic,0,2.2,0.0,207.27289226629938,4.7,False,False,High,False
18,5.058358024528801,7,1,13,0,Home,False,2.788722160493627,41,Female,Samsung S21,Android,Paid Ads,0,0.14285714285714285,2.5700039295282946,0.19769260996371496,4.3,True,False,Low,True
18,6.715537578058308,6,14,38,0,Home,False,10.061776000710491,41,Female,Samsung S21,Android,Paid Ads,0,2.3333333333333335,5.658519449605567,2.0847176919599457,17.0,True,False,High,True
18,4.50162523577762,4,4,17,0,Profile,False,24.048523873243425,41,Female,Samsung S21,Android,Paid Ads,0,1.0,3.7764138749020906,0.8885679705651978,6.699999999999999,False,True,Low,False
19,8.763950068644888,5,6,22,1,Shop,False,12.399943235697355,47,Female,iPhone 12,iOS,Organic,0,1.2,2.51028358533331,0.6846227959999936,9.3,True,False,Medium,False
19,8.675239387084009,1,9,33,1,Profile,False,20.639249888401064,47,Female,iPhone 12,iOS,Organic,0,9.0,3.803929612493636,1.0374353488619006,13.8,True,True,Medium,False
19,2.253560855888619,3,4,10,0,Home,False,12.14021677183992,47,Female,iPhone 12,iOS,Organic,0,1.3333333333333333,4.437421769139145,1.7749687076556577,4.6,False,False,Low,False
19,1.9297330485025337,7,18,6,0,Home,False,30.725462533453243,47,Female,iPhone 12,iOS,Organic,0,2.5714285714285716,3.109238350172828,9.327715050518485,9.0,False,True,Very High,True
19,7.064210524685082,3,14,40,0,Settings,False,32.54409553430577,47,Female,iPhone 12,iOS,Organic,0,4.666666666666667,5.662345404376687,1.9818208915318405,17.6,True,True,High,False
19,0.6641909872138916,1,9,44,0,Shop,False,19.24345742763412,47,Female,iPhone 12,iOS,Organic,0,9.0,66.24600581312998,13.550319370867495,16.8,False,False,Medium,False
20,4.47003709763768,1,6,22,0,Profile,False,11.657266711193712,55,Female,iPhone 12,iOS,Organic,1,6.0,4.921659377642869,1.342270739357146,9.0,False,False,Medium,False
20,3.428862060900518,5,9,44,0,Home,False,24.436798863546144,55,Female,iPhone 12,iOS,Organic,1,1.8,12.832245572586356,2.624777503483573,16.8,False,True,Medium,False
21,4.86421842452025,8,7,12,0,Home,False,20.141883654263907,19,Female,Xiaomi Note 11,Android,Organic,0,0.875,2.466994479423185,1.439080112996858,6.4,False,True,Medium,True
21,9.295251365309062,6,14,0,0,Search,False,9.566742354213655,19,Female,Xiaomi Note 11,Android,Organic,0,2.3333333333333335,0.0,1.5061453907798124,5.6000000000000005,True,False,High,True
21,3.97047068253063,8,13,7,0,Home,False,45.025248594428,19,Female,Xiaomi Note 11,Android,Organic,0,1.625,1.7630151585802571,3.274171008791906,7.300000000000001,False,True,High,True
22,3.123518541415847,6,3,28,0,Profile,False,22.211748411342096,38,Male,iPhone 12,iOS,Organic,1,0.5,8.964249652671501,0.9604553199290894,9.600000000000001,False,True,Low,True
22,4.658748802919521,6,18,12,0,Checkout,True,27.852248794714225,38,Male,iPhone 12,iOS,Organic,1,3.0,2.5757988909983514,3.863698336497527,10.8,False,True,Very High,True
22,2.9503607568223607,8,14,39,1,Home,False,14.246557143710367,38,Male,iPhone 12,iOS,Organic,1,1.75,13.218722459555872,4.745182421379031,17.6,False,False,High,True
22,5.225394867537291,6,16,3,1,Profile,False,24.392177093606463,38,Male,iPhone 12,iOS,Organic,1,2.6666666666666665,0.5741192916610891,3.0619695555258084,7.6000000000000005,True,True,Very High,True
23,8.960131123040401,3,6,10,1,Home,False,36.16926900820775,50,Female,Google Pixel 7,Android,Paid Ads,0,2.0,1.1160550959221616,0.6696330575532969,5.7,True,True,Medium,False
23,8.54634203634108,1,15,38,0,Settings,False,39.92334604985747,50,Female,Google Pixel 7,Android,Paid Ads,0,15.0,4.446346733890939,1.7551368686411601,17.4,True,True,High,False
23,7.595682508016045,7,7,41,0,Shop,False,21.474008047664217,50,Female,Google Pixel 7,Android,Paid Ads,0,1.0,5.397803285844421,0.9215761707539255,15.1,True,True,Medium,True
24,7.250857771381344,9,7,20,1,Shop,False,1.3901434155237276,29,Female,Google Pixel 7,Android,Paid Ads,1,0.7777777777777778,2.7582943467652448,0.9654030213678356,9.100000000000001,True,False,Medium,True
24,3.757340940534925,1,1,27,1,Home,False,26.34171828119625,29,Female,Google Pixel 7,Android,Paid Ads,1,1.0,7.185932931642893,0.26614566413492197,8.8,False,True,Low,False
24,8.999234206172366,1,3,17,0,Shop,False,34.66502185171229,29,Female,Google Pixel 7,Android,Paid Ads,1,3.0,1.889049624726968,0.3333616984812296,6.3,True,True,Low,False
24,1.2638569432180855,8,9,6,1,Home,False,14.763250388272358,29,Female,Google Pixel 7,Android,Paid Ads,1,1.125,4.747372740400942,7.121059110601412,5.7,False,False,Medium,True
25,3.15331161094229,9,3,8,1,Profile,False,25.19384249207908,39,Female,iPhone 12,iOS,Paid Ads,0,0.3333333333333333,2.5370153625918994,0.9513807609719622,3.9,False,True,Low,True
25,4.58702445107932,4,12,35,0,Profile,False,10.259957628329966,39,Female,iPhone 12,iOS,Paid Ads,0,3.0,7.630218755813379,2.616075001993159,15.3,False,False,High,False
25,6.389509393608431,5,6,8,0,Profile,False,33.698138451982835,39,Female,iPhone 12,iOS,Paid Ads,0,1.2,1.2520523106206838,0.9390392329655128,4.800000000000001,True,True,Medium,False
26,6.763997816269299,7,15,1,1,Home,True,25.48788336092427,42,Male,Huawei P50,Android,Paid Ads,0,2.142857142857143,0.1478415616271669,2.2176234244075035,6.6,True,True,High,True
26,7.834706502784404,5,10,9,0,Home,False,8.268285571607784,42,Male,Huawei P50,Android,Paid Ads,0,2.0,1.1487347990382866,1.2763719989314297,6.699999999999999,True,False,Medium,False
26,2.1164398333294865,5,2,25,0,Profile,False,19.369214961343783,42,Male,Huawei P50,Android,Paid Ads,0,0.4,11.812289490257392,0.9449831592205914,8.3,False,False,Low,False
26,7.750363666032293,9,11,24,0,Home,False,24.347399541145545,42,Male,Huawei P50,Android,Paid Ads,0,1.2222222222222223,3.096628885323844,1.4192882391067618,11.6,True,True,High,True
26,4.384613232760341,2,18,33,0,Settings,True,15.63736657225159,42,Male,Huawei P50,Android,Paid Ads,0,9.0,7.526319483195282,4.105265172651972,17.1,False,False,Very High,False
26,9.030136986129705,2,19,17,0,Home,False,28.34164504570237,42,Male,Huawei P50,Android,Paid Ads,0,9.5,1.8825849514920991,2.1040655340205814,12.7,True,True,Very High,False
27,6.833783574220421,1,19,9,0,Shop,False,36.872333773327725,44,Female,Samsung S23,Android,Referral,0,19.0,1.316986395933192,2.780304613636739,10.3,True,True,Very High,False
27,6.436974630834703,4,4,6,0,Profile,False,6.839453222329858,44,Female,Samsung S23,Android,Referral,0,1.0,0.9321149055425065,0.6214099370283377,3.4,True,False,Low,False
27,7.175263449664404,6,2,19,0,Home,False,39.11913054061052,44,Female,Samsung S23,Android,Referral,0,0.3333333333333333,2.647986395661703,0.2787354100696529,6.5,True,True,Low,True
27,6.1628037714757165,8,7,12,0,Checkout,True,16.876144830085426,44,Female,Samsung S23,Android,Referral,0,0.875,1.9471656805854352,1.1358466470081705,6.4,True,False,Medium,True
27,2.558033887220752,9,12,49,0,Home,False,25.58396597942415,44,Female,Samsung S23,Android,Referral,0,1.3333333333333333,19.155336543738063,4.691102827037893,19.5,False,True,High,True
27,3.003861667327224,4,16,12,0,Home,False,21.969314539917622,44,Female,Samsung S23,Android,Referral,0,4.0,3.994857729476391,5.326476972635188,10.0,False,True,Very High,False
27,5.4606065809120246,1,3,13,0,Home,False,20.004222007936537,44,Female,Samsung S23,Android,Referral,0,3.0,2.3806878974659176,0.5493895147998271,5.1,True,False,Low,False
27,1.4141199785029173,3,13,18,0,Profile,False,18.10934626144811,44,Female,Samsung S23,Android,Referral,0,4.333333333333333,12.728764371928337,9.192996490837134,10.6,False,False,High,False
28,6.386578472584416,4,3,39,0,Settings,False,23.43674182352851,59,Female,Huawei P50,Android,Organic,0,0.75,6.10655614229353,0.46973508786873314,12.899999999999999,True,True,Low,False
28,4.941512905368782,7,12,15,0,Profile,False,28.52084320982982,59,Female,Huawei P50,Android,Organic,0,1.7142857142857142,3.0355076040989433,2.4284060832791545,9.3,False,True,High,True
28,2.7509440919622152,9,5,41,0,Profile,False,22.24188453238116,59,Female,Huawei P50,Android,Organic,0,0.5555555555555556,14.903974282790747,1.8175578393647254,14.299999999999999,False,True,Low,True
28,6.445172065900379,4,8,23,0,Checkout,False,16.56052993560396,59,Female,Huawei P50,Android,Organic,0,2.0,3.568562602337125,1.2412391660303044,10.1,True,False,Medium,False
29,4.010023510076673,2,12,11,0,Home,False,13.926288711139682,45,Male,Huawei P50,Android,Organic,0,6.0,2.7431260620688174,2.992501158620528,8.100000000000001,False,False,High,False
30,3.2688339887121627,2,17,43,0,Home,False,17.44408615905379,33,Female,iPhone 14,iOS,Paid Ads,1,8.5,13.154537718491145,5.200631191031382,19.700000000000003,False,False,Very High,False
30,2.39625828642444,6,5,2,0,Search,False,19.444827941578,33,Female,iPhone 14,iOS,Paid Ads,1,0.8333333333333334,0.8346345681225732,2.0865864203064333,2.6,False,False,Low,True
30,10.2991685290916,9,14,4,1,Profile,False,10.02442272670309,33,Female,iPhone 14,iOS,Paid Ads,1,1.5555555555555556,0.38838086673709427,1.35933303357983,7.1000000000000005,True,False,High,True
31,7.59196586571051,9,16,17,0,Shop,False,30.83939064347245,32,Male,Samsung S21,Android,Organic,1,1.7777777777777777,2.2392092246859727,2.1074910349985627,11.5,True,True,Very High,True
31,2.1726631093312507,9,2,26,0,Shop,False,33.34126162206145,32,Male,Samsung S21,Android,Organic,1,0.2222222222222222,11.966880593836217,0.9205292764489398,8.6,False,True,Low,True
31,8.856458225152515,5,8,40,0,Checkout,False,31.32854589136432,32,Male,Samsung S21,Android,Organic,1,1.6,4.516478143192638,0.9032956286385276,15.2,True,True,Medium,False
31,5.306328558679365,3,16,1,0,Search,False,15.80784705153053,32,Male,Samsung S21,Android,Organic,1,5.333333333333333,0.18845421819279115,3.0152674910846584,6.7,True,False,Very High,False
31,3.413346916520496,4,11,2,0,Profile,False,23.334983116880316,32,Male,Samsung S21,Android,Organic,1,2.75,0.585935168300667,3.222643425653669,5.0,False,True,High,False
31,5.833212875894317,6,9,46,0,Search,False,22.580816183435665,32,Male,Samsung S21,Android,Organic,1,1.5,7.885877127867981,1.542889003278518,17.4,True,True,Medium,True
32,2.5317489148663674,2,12,48,0,Home,False,16.339454466993036,20,Female,iPhone 14,iOS,Organic,0,6.0,18.95922605837616,4.73980651459404,19.2,False,False,High,False
32,0.0385701098226123,8,5,48,1,Home,False,10.495342684748778,20,Female,iPhone 14,iOS,Organic,0,0.625,1244.4869931860885,129.63406179021754,16.7,False,False,Low,True
32,8.646984867754314,4,16,47,0,Shop,False,19.583741792579573,20,Female,iPhone 14,iOS,Organic,0,4.0,5.435420637229153,1.8503559616099245,20.5,True,False,Very High,False
32,7.835195072746153,2,2,44,0,Home,False,30.88616192850134,20,Female,iPhone 14,iOS,Organic,0,1.0,5.61568660275595,0.25525848194345224,14.0,True,True,Low,False
32,5.842201484575912,7,9,0,0,Home,False,29.622008978346507,20,Female,iPhone 14,iOS,Organic,0,1.2857142857142858,0.0,1.540515167743023,3.6,True,True,Medium,True
33,7.274920882368787,8,19,13,0,Shop,False,27.24696889516228,54,Male,Google Pixel 7,Android,Paid Ads,1,2.375,1.786961014449833,2.611712251888217,11.5,True,True,Very High,True
33,2.2000615802640677,4,12,43,0,Shop,False,18.365229279974034,54,Male,Google Pixel 7,Android,Paid Ads,1,3.0,19.544907463380557,5.454392780478295,17.700000000000003,False,False,High,False
33,7.00336242333953,5,10,7,0,Profile,False,25.947133210037794,54,Male,Google Pixel 7,Android,Paid Ads,1,2.0,0.9995198844303239,1.427885549186177,6.1,True,True,Medium,False
33,3.501302572100122,5,10,35,0,Shop,False,31.25894968700988,54,Male,Google Pixel 7,Android,Paid Ads,1,2.0,9.996279749969336,2.8560799285626675,14.5,False,True,Medium,False
33,5.983128240588179,7,7,31,0,Profile,False,33.70782485651763,54,Male,Google Pixel 7,Android,Paid Ads,1,1.0,5.181236094807907,1.1699565375372691,12.1,True,True,Medium,True
33,8.442427511197213,8,1,16,0,Search,False,17.480716827994534,54,Male,Google Pixel 7,Android,Paid Ads,1,0.125,1.8951895031114168,0.11844934394446355,5.2,True,False,Low,True
33,0.5028530817905263,8,3,34,0,Home,False,38.35711659729853,54,Male,Google Pixel 7,Android,Paid Ads,1,0.375,67.61418241474234,5.96595727188903,11.399999999999999,False,True,Low,True
34,4.605995673207081,8,15,6,0,Profile,False,12.60713455894038,24,Male,Samsung S23,Android,Paid Ads,0,1.875,1.3026499427478393,3.2566248568695984,7.8,False,False,High,True
34,4.885999706610789,1,18,18,0,Profile,False,16.301828671304705,24,Male,Samsung S23,Android,Paid Ads,0,18.0,3.6839953092190902,3.6839953092190902,12.6,False,False,Very High,False
34,7.354049789189029,6,11,17,0,Home,False,28.218659103123414,24,Male,Samsung S23,Android,Paid Ads,0,1.8333333333333333,2.3116514692341625,1.4957744800926933,9.5,True,True,High,True
34,3.1441980474630475,4,11,41,0,Profile,False,34.362538136548594,24,Male,Samsung S23,Android,Paid Ads,0,2.75,13.039891056824993,3.4985073567091445,16.7,False,True,High,False
34,8.020093890558352,2,9,42,0,Home,False,31.16581155443596,24,Male,Samsung S23,Android,Paid Ads,0,4.5,5.236846422639075,1.1221813762798016,16.2,True,True,Medium,False
34,1.1914332479658656,3,9,9,1,Home,False,27.984078880054582,24,Male,Samsung S23,Android,Paid Ads,0,3.0,7.553927184225976,7.553927184225976,6.6,False,True,Medium,False
34,7.095690163486001,3,5,28,0,Settings,True,16.297929817666095,24,Male,Samsung S23,Android,Paid Ads,0,1.6666666666666667,3.946057304486931,0.704653090086952,10.4,True,False,Low,False
34,1.407958711397196,9,11,35,0,Profile,False,14.18910487346993,24,Male,Samsung S23,Android,Paid Ads,0,1.2222222222222223,24.85868350874263,7.812729102747683,14.9,False,False,High,True
35,9.792679342531352,5,13,16,0,Checkout,False,20.7506562112776,38,Male,Huawei P50,Android,Referral,1,2.6,1.633873574365817,1.3275222791722263,10.0,True,True,High,False
35,4.177146112932515,6,15,26,0,Checkout,False,13.793114914771298,38,Male,Huawei P50,Android,Referral,1,2.5,6.22434535375805,3.590968473321952,13.8,False,False,High,True
35,5.86718667648148,6,17,47,0,Shop,False,22.171234461548767,38,Male,Huawei P50,Android,Referral,1,2.8333333333333335,8.010653587757607,2.8974704466357304,20.9,True,True,Very High,True
36,4.149297577329902,6,18,30,0,Checkout,False,32.19791761022624,26,Female,Samsung S21,Android,Referral,0,3.0,7.230139425021712,4.338083655013027,16.2,False,True,Very High,True
36,7.9428482951336274,1,12,40,0,Home,False,13.90567374117776,26,Female,Samsung S21,Android,Referral,0,12.0,5.035976832707096,1.5107930498121287,16.8,True,False,High,False
36,9.203880448473384,1,2,24,0,Shop,False,30.347919869324546,26,Female,Samsung S21,Android,Referral,0,2.0,2.6075957998759964,0.21729964998966636,7.999999999999999,True,True,Low,False
